date,precipitation_probability_max,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,precipitation_hours,precipitation_sum,type,temperature_2m,precipitation_probability,precipitation,cloud_cover,wind_speed_10m,wind_direction_10m,is_day,apparent_temperature
2025-04-29 09:00:00,,,,,,,,hourly,12.2,5.0,0.1,87.0,7.6,225.0,1.0,10.2
2025-04-29 10:00:00,,,,,,,,hourly,13.0,5.0,0.1,88.0,9.2,218.7,1.0,10.7
2025-04-29 11:00:00,,,,,,,,hourly,13.9,5.0,0.0,80.0,10.9,207.4,1.0,11.2
2025-04-29 12:00:00,,,,,,,,hourly,14.7,5.0,0.0,72.0,12.9,197.9,1.0,11.6
2025-04-29 13:00:00,,,,,,,,hourly,15.1,6.0,0.0,64.0,14.3,191.6,1.0,11.8
2025-04-29 14:00:00,,,,,,,,hourly,15.1,6.0,0.0,64.0,14.2,188.7,1.0,11.7
2025-04-29 15:00:00,,,,,,,,hourly,14.6,6.0,0.0,64.0,13.4,186.2,1.0,11.4
2025-04-29 16:00:00,,,,,,,,hourly,14.1,7.0,0.0,64.0,12.3,185.0,1.0,11.2
2025-04-29 17:00:00,,,,,,,,hourly,13.5,7.0,0.0,73.0,10.9,187.6,1.0,10.8
2025-04-29 18:00:00,,,,,,,,hourly,12.8,7.0,0.0,81.0,9.7,195.1,0.0,10.4
2025-04-29 19:00:00,,,,,,,,hourly,12.2,7.0,0.0,90.0,8.4,200.0,0.0,10.1
2025-04-29 20:00:00,,,,,,,,hourly,11.9,8.0,0.0,90.0,7.6,199.3,0.0,10.0
2025-04-29 21:00:00,,,,,,,,hourly,11.7,8.0,0.0,89.0,7.1,194.7,0.0,9.9
2025-04-29 22:00:00,,,,,,,,hourly,11.6,8.0,0.0,89.0,6.6,189.5,0.0,10.0
2025-04-29 23:00:00,,,,,,,,hourly,14.4,12.0,0.0,100.0,3.3,130.6,0.0,13.0
2025-04-30 00:00:00,,,,,,,,hourly,14.2,10.0,0.0,100.0,1.9,158.2,0.0,13.1
2025-04-30 01:00:00,,,,,,,,hourly,14.0,10.0,0.0,100.0,1.9,201.8,0.0,12.9
2025-04-30 02:00:00,,,,,,,,hourly,13.8,11.0,0.0,100.0,2.5,225.0,0.0,12.6
2025-04-30 03:00:00,,,,,,,,hourly,13.4,13.0,0.0,100.0,2.9,240.3,0.0,12.3
2025-04-30 04:00:00,,,,,,,,hourly,13.2,13.0,0.0,100.0,3.5,246.0,0.0,12.1
2025-04-30 05:00:00,,,,,,,,hourly,13.2,11.0,0.0,94.0,4.8,257.0,0.0,11.9
2025-04-30 06:00:00,,,,,,,,hourly,13.2,8.0,0.0,89.0,5.8,266.4,0.0,11.7
2025-04-30 07:00:00,,,,,,,,hourly,13.2,6.0,0.0,83.0,6.3,256.8,0.0,11.8
2025-04-30 08:00:00,,,,,,,,hourly,13.3,8.0,0.2,89.0,6.6,220.6,1.0,12.1
2025-04-30 09:00:00,,,,,,,,hourly,13.5,11.0,0.2,94.0,10.2,190.1,1.0,12.2
2025-04-30 10:00:00,,,,,,,,hourly,13.6,13.0,0.2,100.0,13.7,180.0,1.0,12.1
2025-04-30 11:00:00,,,,,,,,hourly,13.8,12.0,0.0,100.0,14.8,181.4,1.0,12.1
2025-04-30 12:00:00,,,,,,,,hourly,13.9,9.0,0.0,100.0,14.5,185.7,1.0,12.0
2025-04-30 13:00:00,,,,,,,,hourly,14.0,6.0,0.0,100.0,14.3,190.2,1.0,11.9
2025-04-30 14:00:00,,,,,,,,hourly,14.1,4.0,0.0,100.0,14.7,191.3,1.0,11.8
2025-04-30 15:00:00,,,,,,,,hourly,14.1,2.0,0.0,100.0,14.7,191.3,1.0,11.6
2025-04-30 16:00:00,,,,,,,,hourly,13.9,0.0,0.0,100.0,15.0,191.0,1.0,11.3
2025-04-30 17:00:00,,,,,,,,hourly,13.6,0.0,0.0,100.0,15.4,190.8,1.0,10.8
2025-04-30 18:00:00,,,,,,,,hourly,13.1,0.0,0.0,100.0,15.7,189.2,0.0,10.2
2025-04-30 19:00:00,,,,,,,,hourly,12.8,0.0,0.0,100.0,15.2,186.8,0.0,9.9
2025-04-30 20:00:00,,,,,,,,hourly,12.9,0.0,0.0,100.0,14.1,182.9,0.0,9.9
2025-04-30 21:00:00,,,,,,,,hourly,13.1,0.0,0.0,100.0,12.6,176.7,0.0,9.9
2025-04-30 22:00:00,,,,,,,,hourly,13.2,0.0,0.0,100.0,11.7,171.1,0.0,9.9
2025-04-30 23:00:00,,,,,,,,hourly,13.2,0.0,0.0,100.0,12.1,169.7,0.0,9.8
2025-05-01 00:00:00,,,,,,,,hourly,13.1,0.0,0.0,100.0,12.8,170.3,0.0,9.7
2025-05-01 01:00:00,,,,,,,,hourly,13.0,0.0,0.0,100.0,13.1,172.1,0.0,9.7
2025-05-01 02:00:00,,,,,,,,hourly,13.0,0.0,0.0,100.0,13.0,175.2,0.0,9.7
2025-05-01 03:00:00,,,,,,,,hourly,13.0,0.0,0.0,100.0,12.6,180.0,0.0,9.8
2025-05-01 04:00:00,,,,,,,,hourly,13.0,0.0,0.0,100.0,12.3,183.4,0.0,9.9
2025-05-01 05:00:00,,,,,,,,hourly,12.8,0.0,0.0,100.0,11.2,181.8,0.0,9.9
2025-05-01 06:00:00,,,,,,,,hourly,12.6,0.0,0.0,100.0,9.4,175.6,0.0,9.9
2025-05-01 07:00:00,,,,,,,,hourly,12.6,0.0,0.0,100.0,8.8,168.2,0.0,10.0
2025-05-01 08:00:00,,,,,,,,hourly,13.2,0.0,0.0,67.0,9.6,167.0,1.0,10.5
2025-05-01 09:00:00,,,,,,,,hourly,14.0,0.0,0.0,33.0,11.1,166.9,1.0,11.1
2025-05-01 10:00:00,,,,,,,,hourly,14.7,0.0,0.0,0.0,12.6,166.8,1.0,11.8
2025-05-01 11:00:00,,,,,,,,hourly,15.3,0.0,0.0,13.0,13.3,167.5,1.0,12.4
2025-05-01 12:00:00,,,,,,,,hourly,15.8,0.0,0.0,26.0,14.0,168.1,1.0,12.9
2025-05-01 13:00:00,,,,,,,,hourly,16.1,0.0,0.0,39.0,14.0,168.1,1.0,13.3
2025-05-01 14:00:00,,,,,,,,hourly,16.1,0.0,0.0,50.0,13.6,169.3,1.0,13.5
2025-05-01 15:00:00,,,,,,,,hourly,15.8,0.0,0.0,60.0,12.8,170.3,1.0,13.4
2025-05-01 16:00:00,,,,,,,,hourly,15.4,0.0,0.0,71.0,11.7,169.4,1.0,13.4
2025-05-01 17:00:00,,,,,,,,hourly,15.1,1.0,0.0,76.0,10.3,167.9,1.0,13.5
2025-05-01 18:00:00,,,,,,,,hourly,14.7,2.0,0.0,81.0,9.0,163.7,0.0,13.5
2025-05-01 19:00:00,,,,,,,,hourly,14.3,3.0,0.0,86.0,7.8,158.2,0.0,13.4
2025-05-01 20:00:00,,,,,,,,hourly,14.0,2.0,0.0,87.0,6.6,150.6,0.0,13.2
2025-05-01 21:00:00,,,,,,,,hourly,13.6,1.0,0.0,89.0,5.9,137.5,0.0,13.0
2025-05-01 22:00:00,,,,,,,,hourly,13.2,0.0,0.0,90.0,5.0,120.3,0.0,12.7
2025-05-01 23:00:00,,,,,,,,hourly,12.6,0.0,0.0,63.0,4.0,90.0,0.0,12.1
2025-05-02 00:00:00,,,,,,,,hourly,12.0,0.0,0.0,37.0,4.4,55.0,0.0,11.3
2025-05-02 01:00:00,,,,,,,,hourly,11.4,0.0,0.0,10.0,5.7,34.7,0.0,10.5
2025-05-02 02:00:00,,,,,,,,hourly,11.1,1.0,0.0,20.0,6.1,28.1,0.0,10.1
2025-05-02 03:00:00,,,,,,,,hourly,11.0,2.0,0.0,29.0,5.6,26.6,0.0,10.0
2025-05-02 04:00:00,,,,,,,,hourly,10.8,3.0,0.0,39.0,5.6,26.6,0.0,9.8
2025-05-02 05:00:00,,,,,,,,hourly,10.5,4.0,0.0,58.0,6.1,28.1,0.0,9.3
2025-05-02 06:00:00,,,,,,,,hourly,10.2,5.0,0.0,78.0,6.5,33.7,0.0,8.8
2025-05-02 07:00:00,,,,,,,,hourly,10.4,6.0,0.0,97.0,7.6,31.4,0.0,8.7
2025-05-02 08:00:00,,,,,,,,hourly,11.6,8.0,0.0,98.0,9.4,22.6,1.0,9.5
2025-05-02 09:00:00,,,,,,,,hourly,13.3,9.0,0.0,99.0,11.4,12.7,1.0,10.8
2025-05-02 10:00:00,,,,,,,,hourly,14.9,10.0,0.0,100.0,13.4,6.2,1.0,12.0
2025-05-02 11:00:00,,,,,,,,hourly,16.5,10.0,0.0,98.0,14.0,360.0,1.0,13.4
2025-05-02 12:00:00,,,,,,,,hourly,18.0,10.0,0.0,96.0,14.2,352.7,1.0,14.8
2025-05-02 13:00:00,,,,,,,,hourly,19.1,11.0,0.0,94.0,14.3,348.4,1.0,15.8
2025-05-02 14:00:00,,,,,,,,hourly,19.7,11.0,0.0,69.0,14.1,346.7,1.0,16.3
2025-05-02 15:00:00,,,,,,,,hourly,19.9,11.0,0.0,45.0,13.6,347.8,1.0,16.4
2025-05-02 16:00:00,,,,,,,,hourly,19.5,10.0,0.0,20.0,12.8,350.3,1.0,16.2
2025-05-02 17:00:00,,,,,,,,hourly,18.5,9.0,0.0,15.0,11.3,352.6,1.0,15.5
2025-05-02 18:00:00,,,,,,,,hourly,16.9,8.0,0.0,11.0,9.7,355.8,0.0,14.2
2025-05-02 19:00:00,,,,,,,,hourly,15.5,7.0,0.0,6.0,8.6,2.4,0.0,13.2
2025-05-02 20:00:00,,,,,,,,hourly,14.6,6.0,0.0,5.0,8.8,9.5,0.0,12.3
2025-05-02 21:00:00,,,,,,,,hourly,13.9,4.0,0.0,3.0,9.4,17.7,0.0,11.5
2025-05-02 22:00:00,,,,,,,,hourly,13.3,3.0,0.0,2.0,10.0,21.0,0.0,10.8
2025-05-02 23:00:00,,,,,,,,hourly,12.8,3.0,0.0,4.0,10.7,19.7,0.0,10.2
2025-05-03 00:00:00,,,,,,,,hourly,12.4,3.0,0.0,6.0,11.0,19.0,0.0,9.7
2025-05-03 01:00:00,,,,,,,,hourly,12.1,3.0,0.0,8.0,12.1,17.4,0.0,9.3
2025-05-03 02:00:00,,,,,,,,hourly,11.8,3.0,0.0,21.0,13.3,18.9,0.0,8.8
2025-05-03 03:00:00,,,,,,,,hourly,11.6,3.0,0.0,35.0,14.9,19.7,0.0,8.3
2025-05-03 04:00:00,,,,,,,,hourly,11.5,3.0,0.0,48.0,16.4,19.2,0.0,8.0
2025-05-03 05:00:00,,,,,,,,hourly,11.6,3.0,0.0,65.0,18.4,17.0,0.0,7.8
2025-05-03 06:00:00,,,,,,,,hourly,11.9,3.0,0.0,83.0,20.4,14.3,0.0,7.7
2025-05-03 07:00:00,,,,,,,,hourly,12.4,3.0,0.0,100.0,22.5,12.0,0.0,7.9
2025-05-03 08:00:00,,,,,,,,hourly,13.4,3.0,0.0,100.0,24.2,11.1,1.0,8.6
2025-05-03 09:00:00,,,,,,,,hourly,14.6,3.0,0.0,100.0,25.7,11.3,1.0,9.7
2025-05-03 10:00:00,,,,,,,,hourly,16.0,3.0,0.0,100.0,27.1,10.7,1.0,10.8
2025-05-03 11:00:00,,,,,,,,hourly,17.7,3.0,0.0,86.0,28.4,8.7,1.0,12.3
2025-05-03 12:00:00,,,,,,,,hourly,19.6,3.0,0.0,72.0,29.3,6.3,1.0,14.1
2025-05-03 13:00:00,,,,,,,,hourly,21.0,3.0,0.0,58.0,29.2,3.5,1.0,15.5
2025-05-03 14:00:00,,,,,,,,hourly,21.9,3.0,0.0,54.0,28.4,360.0,1.0,16.4
2025-05-03 15:00:00,,,,,,,,hourly,22.2,3.0,0.0,51.0,26.8,354.6,1.0,17.0
2025-05-03 16:00:00,,,,,,,,hourly,21.7,3.0,0.0,47.0,23.3,346.6,1.0,17.2
2025-05-03 17:00:00,,,,,,,,hourly,19.7,3.0,0.0,61.0,17.1,325.3,1.0,16.5
2025-05-03 18:00:00,,,,,,,,hourly,16.8,3.0,0.0,75.0,15.0,279.7,0.0,14.3
2025-05-03 19:00:00,,,,,,,,hourly,14.6,3.0,0.0,89.0,17.8,252.3,0.0,11.8
2025-05-03 20:00:00,,,,,,,,hourly,14.1,3.0,0.0,93.0,16.6,242.9,0.0,11.3
2025-05-03 21:00:00,,,,,,,,hourly,14.3,3.0,0.0,96.0,12.0,237.3,0.0,12.2
2025-05-03 22:00:00,,,,,,,,hourly,14.4,3.0,0.0,100.0,7.7,228.8,0.0,12.8
2025-05-03 23:00:00,,,,,,,,hourly,14.1,2.0,0.0,80.0,4.9,216.0,0.0,12.9
2025-05-04 00:00:00,,,,,,,,hourly,13.8,2.0,0.0,60.0,2.5,188.1,0.0,12.9
2025-05-04 01:00:00,,,,,,,,hourly,13.3,1.0,0.0,40.0,1.6,116.6,0.0,12.6
2025-05-04 02:00:00,,,,,,,,hourly,12.7,0.0,0.0,27.0,2.7,66.8,0.0,11.8
2025-05-04 03:00:00,,,,,,,,hourly,12.1,0.0,0.0,13.0,4.6,45.0,0.0,11.0
2025-05-04 04:00:00,,,,,,,,hourly,11.7,0.0,0.0,0.0,6.6,29.4,0.0,10.2
2025-05-04 05:00:00,,,,,,,,hourly,11.6,0.0,0.0,0.0,9.8,17.1,0.0,9.5
2025-05-04 06:00:00,,,,,,,,hourly,11.8,1.0,0.0,0.0,13.6,10.7,0.0,9.0
2025-05-04 07:00:00,,,,,,,,hourly,12.3,2.0,0.0,0.0,17.3,4.8,0.0,9.0
2025-05-04 08:00:00,,,,,,,,hourly,13.5,3.0,0.0,0.0,20.9,360.0,1.0,9.6
2025-05-04 09:00:00,,,,,,,,hourly,15.2,5.0,0.0,0.0,24.5,355.8,1.0,10.8
2025-05-04 10:00:00,,,,,,,,hourly,16.7,6.0,0.0,0.0,26.6,350.7,1.0,12.1
2025-05-04 11:00:00,,,,,,,,hourly,18.3,7.0,0.0,33.0,27.8,343.4,1.0,13.7
2025-05-04 12:00:00,,,,,,,,hourly,19.8,9.0,0.0,67.0,28.2,335.1,1.0,15.4
2025-05-04 13:00:00,,,,,,,,hourly,20.1,10.0,0.0,100.0,27.0,325.9,1.0,16.1
2025-05-04 14:00:00,,,,,,,,hourly,18.4,11.0,0.1,97.0,23.0,309.9,1.0,14.9
2025-05-04 15:00:00,,,,,,,,hourly,15.6,12.0,0.1,93.0,20.1,284.5,1.0,12.2
2025-05-04 16:00:00,,,,,,,,hourly,13.4,13.0,0.1,90.0,20.2,264.9,1.0,9.8
2025-05-04 17:00:00,,,,,,,,hourly,12.8,13.0,0.0,93.0,19.0,260.2,1.0,9.1
2025-05-04 18:00:00,,,,,,,,hourly,12.7,13.0,0.0,97.0,15.6,263.4,0.0,9.3
2025-05-04 19:00:00,,,,,,,,hourly,12.7,13.0,0.0,100.0,13.3,271.5,0.0,9.4
2025-05-04 20:00:00,,,,,,,,hourly,12.5,13.0,0.0,97.0,12.8,281.3,0.0,9.1
2025-05-04 21:00:00,,,,,,,,hourly,12.2,13.0,0.0,93.0,13.2,292.4,0.0,8.6
2025-05-04 22:00:00,,,,,,,,hourly,11.9,13.0,0.0,90.0,14.0,299.2,0.0,8.2
2025-05-04 23:00:00,,,,,,,,hourly,11.7,14.0,0.0,93.0,14.5,296.6,0.0,7.9
2025-05-05 00:00:00,,,,,,,,hourly,11.5,14.0,0.0,97.0,14.7,291.5,0.0,7.8
2025-05-05 01:00:00,,,,,,,,hourly,11.3,15.0,0.0,100.0,14.7,287.1,0.0,7.7
2025-05-05 02:00:00,,,,,,,,hourly,11.3,16.0,0.0,100.0,13.6,287.0,0.0,7.9
2025-05-05 03:00:00,,,,,,,,hourly,11.3,16.0,0.0,100.0,11.8,289.5,0.0,8.1
2025-05-05 04:00:00,,,,,,,,hourly,11.3,16.0,0.0,100.0,10.7,289.7,0.0,8.3
2025-05-05 05:00:00,,,,,,,,hourly,11.2,14.0,0.0,100.0,10.7,283.6,0.0,8.3
2025-05-05 06:00:00,,,,,,,,hourly,11.0,12.0,0.0,100.0,11.6,275.4,0.0,8.1
2025-05-05 07:00:00,,,,,,,,hourly,11.0,9.0,0.0,100.0,12.2,268.3,0.0,8.1
2025-05-05 08:00:00,,,,,,,,hourly,11.5,7.0,0.0,86.0,12.3,263.3,1.0,8.5
2025-05-05 09:00:00,,,,,,,,hourly,12.3,4.0,0.0,72.0,12.5,258.4,1.0,9.2
2025-05-05 10:00:00,,,,,,,,hourly,13.1,3.0,0.0,58.0,12.3,254.7,1.0,9.9
2025-05-05 11:00:00,,,,,,,,hourly,13.9,4.0,0.0,51.0,11.9,256.0,1.0,10.7
2025-05-05 12:00:00,,,,,,,,hourly,14.7,5.0,0.0,43.0,11.0,258.7,1.0,11.5
2025-05-05 13:00:00,,,,,,,,hourly,15.3,7.0,0.0,36.0,10.6,260.2,1.0,12.2
2025-05-05 14:00:00,,,,,,,,hourly,15.9,9.0,0.0,57.0,11.0,258.7,1.0,12.6
2025-05-05 15:00:00,,,,,,,,hourly,16.3,11.0,0.0,79.0,11.6,253.8,1.0,12.9
2025-05-05 16:00:00,,,,,,,,hourly,16.3,13.0,0.0,100.0,11.3,253.3,1.0,13.0
2025-05-05 17:00:00,,,,,,,,hourly,15.8,14.0,0.0,88.0,9.6,257.0,1.0,12.7
2025-05-05 18:00:00,,,,,,,,hourly,14.8,14.0,0.0,77.0,6.8,270.0,0.0,12.2
2025-05-05 19:00:00,,,,,,,,hourly,13.9,14.0,0.0,65.0,5.4,289.7,0.0,11.6
2025-05-05 20:00:00,,,,,,,,hourly,13.3,14.0,0.0,54.0,5.1,309.3,0.0,11.0
2025-05-05 21:00:00,,,,,,,,hourly,12.7,14.0,0.0,43.0,6.2,324.5,0.0,10.2
2025-05-05 22:00:00,,,,,,,,hourly,12.1,13.0,0.0,32.0,6.8,334.8,0.0,9.6
2025-05-05 23:00:00,,,,,,,,hourly,11.6,12.0,0.0,29.0,7.1,345.3,0.0,9.1
2025-05-06 00:00:00,,,,,,,,hourly,11.2,11.0,0.0,27.0,7.2,357.1,0.0,8.6
2025-05-06 01:00:00,,,,,,,,hourly,10.8,10.0,0.0,24.0,7.6,5.4,0.0,8.2
2025-05-06 02:00:00,,,,,,,,hourly,10.6,9.0,0.0,49.0,8.0,7.8,0.0,7.9
2025-05-06 03:00:00,,,,,,,,hourly,10.4,7.0,0.0,75.0,8.0,10.3,0.0,7.6
2025-05-06 04:00:00,,,,,,,,hourly,10.2,6.0,0.0,100.0,8.4,9.9,0.0,7.4
2025-05-06 05:00:00,,,,,,,,hourly,9.9,6.0,0.0,100.0,8.8,11.8,0.0,7.0
2025-05-06 06:00:00,,,,,,,,hourly,9.5,6.0,0.0,100.0,9.3,13.5,0.0,6.6
2025-05-06 07:00:00,,,,,,,,hourly,9.7,6.0,0.0,100.0,9.9,10.5,0.0,6.8
2025-05-06 08:00:00,,,,,,,,hourly,10.9,6.0,0.0,94.0,10.8,3.8,1.0,7.9
2025-05-06 09:00:00,,,,,,,,hourly,12.7,6.0,0.0,88.0,11.9,356.5,1.0,9.6
2025-05-06 10:00:00,,,,,,,,hourly,14.3,6.0,0.0,82.0,13.1,350.5,1.0,11.1
2025-05-06 11:00:00,,,,,,,,hourly,15.7,6.0,0.0,78.0,14.6,344.2,1.0,12.3
2025-05-06 12:00:00,,,,,,,,hourly,17.0,5.0,0.0,74.0,16.3,338.0,1.0,13.3
2025-05-06 13:00:00,,,,,,,,hourly,17.8,5.0,0.0,70.0,17.9,337.6,1.0,13.9
2025-05-06 14:00:00,,,,,,,,hourly,17.9,4.0,0.0,80.0,19.1,343.6,1.0,13.8
2025-05-06 15:00:00,,,,,,,,hourly,17.6,4.0,0.0,90.0,20.4,351.9,1.0,13.3
2025-05-06 16:00:00,,,,,,,,hourly,17.1,3.0,0.0,100.0,21.3,358.1,1.0,12.7
2025-05-06 17:00:00,,,,,,,,hourly,16.7,3.0,0.0,100.0,20.9,359.0,1.0,12.3
2025-05-06 18:00:00,,,,,,,,hourly,16.3,3.0,0.0,100.0,19.8,359.0,0.0,12.0
2025-05-06 19:00:00,,,,,,,,hourly,15.9,3.0,0.0,100.0,20.2,358.0,0.0,11.5
2025-05-06 20:00:00,,,,,,,,hourly,15.6,3.0,0.0,90.0,23.4,359.1,0.0,10.6
2025-05-06 21:00:00,,,,,,,,hourly,15.3,3.0,0.0,79.0,27.7,0.7,0.0,9.7
2025-05-06 22:00:00,,,,,,,,hourly,15.1,3.0,0.0,69.0,30.6,359.3,0.0,9.1
2025-05-06 23:00:00,,,,,,,,hourly,15.3,2.0,0.0,58.0,31.8,354.8,0.0,9.1
2025-05-07 00:00:00,,,,,,,,hourly,15.7,2.0,0.0,47.0,32.0,348.3,0.0,9.5
2025-05-07 01:00:00,,,,,,,,hourly,15.5,1.0,0.0,36.0,30.0,339.6,0.0,9.7
2025-05-07 02:00:00,,,,,,,,hourly,14.4,1.0,0.1,47.0,24.3,320.4,0.0,9.4
2025-05-07 03:00:00,,,,,,,,hourly,12.7,0.0,0.1,58.0,21.9,287.2,0.0,8.1
2025-05-07 04:00:00,,,,,,,,hourly,11.4,0.0,0.1,69.0,24.3,264.0,0.0,6.4
2025-05-07 05:00:00,,,,,,,,hourly,10.8,0.0,0.0,74.0,23.5,258.5,0.0,5.9
2025-05-07 06:00:00,,,,,,,,hourly,10.6,1.0,0.0,79.0,20.1,259.7,0.0,6.2
2025-05-07 07:00:00,,,,,,,,hourly,10.6,1.0,0.0,84.0,17.9,260.7,0.0,6.6
2025-05-07 08:00:00,,,,,,,,hourly,10.9,2.0,0.0,89.0,18.3,259.8,1.0,6.7
2025-05-07 09:00:00,,,,,,,,hourly,11.4,2.0,0.0,95.0,19.8,258.5,1.0,6.9
2025-05-07 10:00:00,,,,,,,,hourly,11.8,3.0,0.0,100.0,21.0,257.2,1.0,7.1
2025-05-07 11:00:00,,,,,,,,hourly,12.2,3.0,0.0,97.0,21.1,253.1,1.0,7.4
2025-05-07 12:00:00,,,,,,,,hourly,12.6,3.0,0.0,94.0,20.9,248.7,1.0,7.8
2025-05-07 13:00:00,,,,,,,,hourly,12.9,3.0,0.0,91.0,20.6,245.2,1.0,8.1
2025-05-07 14:00:00,,,,,,,,hourly,13.1,3.0,0.0,93.0,20.1,243.4,1.0,8.3
2025-05-07 15:00:00,,,,,,,,hourly,13.1,3.0,0.0,96.0,19.3,243.4,1.0,8.4
2025-05-07 16:00:00,,,,,,,,hourly,13.0,3.0,0.0,98.0,18.5,243.4,1.0,8.4
2025-05-07 17:00:00,,,,,,,,hourly,12.7,4.0,0.0,99.0,16.9,243.4,1.0,8.4
2025-05-07 18:00:00,,,,,,,,hourly,12.3,6.0,0.0,99.0,15.1,244.7,0.0,8.3
2025-05-07 19:00:00,,,,,,,,hourly,11.9,7.0,0.0,100.0,13.7,246.8,0.0,8.1
2025-05-07 20:00:00,,,,,,,,hourly,11.6,8.0,0.0,100.0,13.1,249.1,0.0,7.9
2025-05-07 21:00:00,,,,,,,,hourly,11.2,9.0,0.0,100.0,12.6,250.0,0.0,7.7
2025-05-07 22:00:00,,,,,,,,hourly,10.9,10.0,0.0,100.0,12.1,252.6,0.0,7.5
2025-05-07 23:00:00,,,,,,,,hourly,10.7,9.0,0.0,85.0,10.5,254.1,0.0,7.6
